instance,outcome,possessing team
46970,success,home team
46971,success,home team
46972,success,home team
46973,success,home team
46974,success,home team
46975,success,home team
46976,success,home team
46977,success,home team
46978,success,home team
46979,success,home team
46980,success,home team
46981,success,home team
46982,success,home team
46983,success,home team
46984,success,home team
46985,success,home team
46986,success,home team
46987,success,home team
46988,success,home team
46989,success,home team
46990,success,home team
46991,success,home team
46992,success,home team
46993,success,home team
46994,success,home team
46995,success,home team
46996,success,home team
46997,success,home team
46998,success,home team
46999,success,home team
47000,success,home team
47001,success,home team
47002,success,home team
47003,success,home team
47004,success,home team
47005,success,home team
47006,success,home team
47007,success,home team
47008,success,home team
47009,success,home team
47010,success,home team
47011,success,home team
47012,success,home team
47013,success,home team
47014,success,home team
47015,success,home team
47016,success,home team
47017,success,home team
47018,success,home team
47019,success,home team
47020,success,home team
47021,success,home team
47022,success,home team
47023,success,home team
47024,success,home team
47025,success,home team
47026,success,home team
47027,success,home team
47028,success,home team
47029,success,home team
47030,success,home team
47031,success,home team
47032,success,home team
47033,success,home team
47034,success,home team
47035,success,home team
47036,success,home team
47042,success,home team
47043,success,home team
47044,success,home team
47045,success,home team
47046,success,home team
47047,success,home team
47048,success,home team
47049,success,home team
47050,success,home team
47051,success,home team
47052,success,home team
47053,success,home team
47054,success,home team
47055,success,home team
47056,success,home team
47057,success,home team
47058,success,home team
47059,success,home team
47060,success,home team
47061,success,home team
47062,success,home team
47063,success,home team
47064,success,home team
47065,success,home team
47066,success,home team
47067,success,home team
47068,success,home team
47069,success,home team
47070,success,home team
47071,success,home team
47074,success,home team
47075,success,home team
47076,success,home team
47077,success,home team
47078,success,home team
47079,success,home team
47080,success,home team
47081,success,home team
47082,success,home team
47083,success,home team
47084,success,home team
47085,success,home team
47086,success,home team
47087,success,home team
47088,success,home team
47089,success,home team
47090,success,home team
47091,success,home team
47092,success,home team
47093,success,home team
47094,success,home team
47095,success,home team
47098,success,home team
47099,success,home team
47100,success,home team
47101,success,home team
47102,success,home team
47103,success,home team
47104,success,home team
47105,success,home team
47106,success,home team
47107,success,home team
47108,success,home team
47109,success,home team
47110,success,home team
47111,success,home team
47112,success,home team
47113,success,home team
47114,success,home team
47115,success,home team
47116,success,home team
47117,success,home team
47118,success,home team
47119,success,home team
47120,success,home team
47121,success,home team
47122,success,home team
47123,success,home team
47124,success,home team
47125,success,home team
47126,success,home team
47127,success,home team
47128,success,home team
47129,success,home team
47130,success,home team
47131,success,home team
47132,success,home team
47133,success,home team
47134,success,home team
47135,success,home team
47136,success,home team
47137,success,home team
47138,success,home team
47139,success,home team
47140,success,home team
47141,success,home team
47142,success,home team
47143,success,home team
47144,success,home team
47145,success,home team
47146,success,home team
47147,success,home team
47148,success,home team
47149,success,home team
47150,success,home team
47151,success,home team
47152,success,home team
47153,success,home team
47154,success,home team
47155,success,home team
47156,success,home team
47157,success,home team
47158,success,home team
47159,success,home team
47160,success,home team
47161,success,home team
47162,success,home team
47173,success,home team
47174,success,home team
47175,success,home team
47176,success,home team
47177,success,home team
47189,success,home team
47190,success,home team
47191,success,home team
47192,success,home team
47193,success,home team
47194,success,home team
47195,success,home team
47196,success,home team
47197,success,home team
47205,success,home team
47206,success,home team
47207,success,home team
47208,success,home team
47209,success,home team
47217,success,home team
47218,success,home team
47219,success,home team
47220,success,home team
47221,success,home team
47222,success,home team
47223,success,home team
47224,success,home team
47225,success,home team
47226,success,home team
47242,success,home team
47243,success,home team
47244,success,home team
47245,success,home team
47246,success,home team
47258,success,home team
47259,success,home team
47260,success,home team
47261,success,home team
47262,success,home team
47263,success,home team
47264,success,home team
47265,success,home team
47266,success,home team
47267,success,home team
47268,success,home team
47269,success,home team
47270,success,home team
47271,success,home team
47272,success,home team
47273,success,home team
47274,success,home team
47275,success,home team
47276,success,home team
47277,success,home team
47278,success,home team
47279,success,home team
47280,success,home team
47281,success,home team
47282,success,home team
47308,success,home team
47309,success,home team
47310,success,home team
47311,success,home team
47312,success,home team
47313,success,home team
47314,success,home team
47315,success,home team
47316,success,home team
47317,success,home team
47318,success,home team
47319,success,home team
47328,success,home team
47329,success,home team
47330,success,home team
47334,success,home team
47335,success,home team
47336,success,home team
47337,success,home team
47338,success,home team
47339,success,home team
47340,success,home team
47341,success,home team
47345,success,home team
47346,success,home team
47352,success,home team
47353,success,home team
47354,success,home team
47355,success,home team
47356,success,home team
47357,success,home team
47358,success,home team
47359,success,home team
47364,success,away team
47365,success,away team
47368,success,away team
47374,success,home team
47375,success,home team
47376,success,home team
47377,success,home team
47383,success,home team
47384,success,home team
47385,success,home team
47386,success,home team
47387,success,home team
47388,success,home team
47389,success,home team
47390,success,home team
47391,success,home team
47392,success,home team
47393,success,home team
47394,success,home team
47395,success,home team
47396,success,home team
47397,success,home team
47398,success,home team
47399,success,home team
47400,success,home team
47414,success,away team
47415,failed,
47416,failed,
47417,failed,
47418,failed,
47419,failed,
47420,failed,
47421,failed,
47422,failed,
47423,failed,
47424,failed,
47425,failed,
47426,failed,
47427,failed,
47428,failed,
47429,failed,
47430,failed,
47431,failed,
47432,failed,
47433,failed,
47434,failed,
47435,failed,
47436,failed,
47437,failed,
47438,failed,
47439,failed,
47440,failed,
47441,failed,
47442,failed,
47443,failed,
47444,failed,
47445,failed,
47446,failed,
47447,failed,
47448,failed,
47449,failed,
47450,failed,
47573,failed,
47574,failed,
47575,failed,
47576,failed,
47577,success,away team
47578,success,away team
47579,success,away team
47580,success,away team
47581,success,away team
47582,success,away team
47583,success,away team
47584,success,away team
47585,success,away team
47589,success,away team
47590,success,away team
47591,success,away team
47592,success,away team
47593,success,away team
47594,success,away team
47595,success,away team
47596,success,away team
47598,success,away team
47599,success,away team
47600,success,away team
47601,success,away team
47602,success,away team
47603,success,away team
47604,success,away team
47605,failed,
47606,failed,
47607,failed,
47608,failed,
47609,failed,
47610,failed,
47611,failed,
47612,failed,
47613,failed,
47614,failed,
47615,failed,
47616,failed,
47617,failed,
47618,failed,
47619,failed,
47620,failed,
47621,failed,
47622,failed,
47623,failed,
47624,failed,
47625,failed,
47626,failed,
47627,failed,
47628,failed,
47629,failed,
47630,failed,
47631,failed,
47632,failed,
47633,failed,
47634,failed,
47635,failed,
47636,failed,
47637,failed,
47638,failed,
47639,failed,
47640,failed,
47641,failed,
47642,failed,
47643,failed,
47644,failed,
47645,failed,
47646,failed,
47647,failed,
47648,failed,
47649,failed,
47650,failed,
47651,failed,
47652,failed,
47653,failed,
47654,failed,
47655,failed,
47656,failed,
47657,failed,
47658,failed,
47659,failed,
47660,failed,
47661,failed,
47662,failed,
47663,failed,
47664,failed,
47665,failed,
47666,failed,
47667,failed,
47668,failed,
47669,failed,
47670,failed,
47671,failed,
47672,failed,
47673,failed,
47674,failed,
47675,failed,
47676,failed,
47677,failed,
47678,failed,
47679,failed,
47680,failed,
47681,failed,
47682,failed,
47683,failed,
47684,failed,
47685,failed,
47686,failed,
47687,failed,
47688,failed,
47689,failed,
47690,failed,
47691,failed,
47692,failed,
47693,failed,
47694,failed,
47695,failed,
47696,failed,
47697,failed,
48093,failed,
48094,failed,
48095,failed,
48096,failed,
48097,failed,
48098,failed,
48099,failed,
48100,failed,
48101,failed,
48102,success,away team
48103,success,away team
48104,success,away team
48105,success,away team
48106,success,away team
48107,success,away team
48108,success,away team
48109,success,away team
48110,success,away team
48111,success,away team
48112,success,away team
48113,success,away team
48114,success,away team
48115,success,away team
48116,success,away team
48117,success,away team
48118,success,away team
48119,success,away team
48120,success,away team
48121,success,away team
48122,success,away team
48123,success,away team
48124,success,away team
48125,success,away team
48126,success,away team
48127,success,away team
48128,success,away team
48129,success,away team
48130,success,away team
48131,success,away team
48148,success,away team
48149,success,away team
48150,success,away team
48151,success,away team
48152,success,away team
48153,success,away team
48154,success,away team
48155,success,away team
48156,success,away team
48157,success,away team
48158,success,away team
48159,success,away team
48160,success,away team
48161,success,away team
48162,success,away team
48163,success,away team
48164,success,away team
48165,success,away team
48166,success,away team
48167,success,away team
48168,success,away team
48169,success,away team
48170,success,away team
48171,success,away team
48172,success,away team
48173,success,away team
48174,success,away team
48175,success,away team
48176,success,away team
48177,success,away team
48178,success,away team
48179,success,away team
48180,success,away team
48181,success,away team
48182,success,away team
48183,success,away team
48184,success,away team
48185,success,away team
48189,success,away team
48190,success,away team
48191,success,away team
48192,success,away team
48193,success,away team
48194,success,away team
48195,success,away team
48196,success,away team
48197,success,away team
48198,success,away team
48199,success,away team
48200,success,away team
48201,success,away team
48202,success,away team
48203,success,away team
48204,success,away team
48238,success,away team
48239,success,away team
48240,success,away team
48252,success,away team
48253,success,away team
48254,success,away team
48255,success,away team
48256,success,away team
48257,success,away team
48258,success,away team
48273,success,away team
48274,success,away team
48275,success,away team
48276,success,away team
48277,success,away team
48278,success,away team
48279,success,away team
48280,success,away team
48281,success,away team
48282,success,away team
48283,success,away team
48288,success,home team
48289,success,home team
48290,success,home team
48291,success,home team
48292,success,home team
48293,success,home team
48294,success,home team
48295,success,home team
48296,success,home team
48297,success,home team
48298,success,home team
48299,success,home team
48300,success,home team
48301,success,home team
48302,success,home team
48303,success,home team
48304,success,home team
48305,success,home team
48306,success,home team
48307,success,home team
48308,success,home team
48309,success,home team
48310,success,home team
48311,success,home team
48312,success,home team
48313,success,home team
48314,success,home team
48315,success,home team
48316,success,home team
48317,success,home team
48318,success,home team
48319,success,home team
48320,success,home team
48321,success,home team
48322,success,home team
48323,success,home team
48324,success,home team
48325,success,home team
48326,success,home team
48327,success,home team
48328,success,home team
48329,success,home team
48330,success,home team
48331,success,home team
48332,success,home team
48333,success,home team
48334,success,home team
48335,success,home team
48336,success,home team
48337,success,home team
48338,success,home team
48339,success,home team
48340,success,home team
48341,success,home team
48342,success,home team
48343,success,home team
48344,success,home team
48345,success,home team
48346,success,home team
48347,success,home team
48348,success,home team
48349,success,home team
48350,success,home team
48351,success,home team
48352,success,home team
48353,success,home team
48354,success,home team
48355,success,home team
48356,success,home team
48357,success,home team
48358,success,home team
48359,success,home team
48360,success,home team
48361,success,home team
48362,success,home team
48363,success,home team
48364,success,home team
48365,success,home team
48366,success,home team
48367,success,home team
48368,success,home team
48369,success,home team
48370,success,home team
48371,success,home team
48372,success,home team
48373,success,home team
48374,success,home team
48375,success,home team
48376,success,home team
48377,success,home team
48378,success,home team
48379,success,home team
48380,success,home team
48381,success,home team
48382,success,home team
48383,success,home team
48384,success,home team
48385,success,home team
48386,success,home team
48387,success,home team
48388,success,home team
48390,success,home team
48391,success,home team
48392,success,home team
48393,success,home team
48394,success,home team
48395,success,home team
48396,success,home team
48397,success,home team
48398,success,home team
48399,success,home team
48400,success,home team
48401,success,home team
48402,success,home team
48403,success,home team
48404,success,home team
48405,success,home team
48406,success,home team
48407,success,home team
48408,success,home team
48409,success,home team
48410,success,home team
48411,success,home team
48412,success,home team
48413,success,home team
48414,success,home team
48415,success,home team
48416,success,home team
48417,success,home team
48418,success,home team
48419,success,home team
48420,success,home team
48421,success,home team
48422,success,home team
48423,success,home team
48424,success,home team
48425,success,home team
48426,success,home team
48427,success,home team
48428,success,home team
48429,success,home team
48430,success,home team
48431,success,home team
48432,success,home team
48433,success,home team
48434,success,home team
48435,success,home team
48436,success,home team
48437,success,home team
48438,success,home team
48439,success,home team
48443,success,away team
48444,success,away team
48445,success,away team
48446,success,away team
48447,success,away team
48448,success,away team
48449,success,away team
48450,success,away team
48457,success,away team
48458,success,away team
48459,success,away team
48460,success,away team
48461,success,away team
48462,success,away team
48463,success,away team
48464,success,away team
48465,success,away team
48466,success,away team
48467,success,away team
48468,success,away team
48469,success,away team
48470,success,away team
48477,success,away team
48478,success,away team
48479,success,away team
48480,success,away team
48481,success,away team
48482,success,away team
48483,success,away team
48484,success,away team
48485,success,away team
48486,success,away team
48487,success,away team
48488,success,away team
48489,success,away team
48490,success,away team
48491,success,away team
48492,success,away team
48493,success,away team
48494,success,away team
48495,success,away team
48496,success,away team
48497,success,away team
48498,success,away team
48499,success,away team
48500,success,away team
48501,success,away team
48502,success,away team
48503,success,away team
48504,success,away team
48505,success,away team
48506,success,away team
48507,success,away team
48508,success,away team
48509,success,away team
48510,success,away team
48511,success,away team
48512,success,away team
48513,success,away team
48514,success,away team
48515,success,away team
48516,success,away team
48517,success,away team
48518,success,away team
48519,success,away team
48520,success,away team
48521,success,away team
48522,success,away team
48523,success,away team
48524,success,away team
48525,success,away team
48526,success,away team
48527,success,away team
48528,success,away team
48529,success,away team
48530,success,away team
48531,success,away team
48532,success,away team
48533,success,away team
48534,success,away team
48535,success,away team
48536,success,away team
48537,success,away team
48538,success,away team
48539,success,away team
48540,success,away team
48541,success,away team
48542,success,away team
48543,success,away team
48544,success,away team
48545,success,away team
48546,success,away team
48547,success,away team
48548,success,away team
48573,success,home team
48574,success,home team
48575,success,home team
48576,success,home team
48577,success,home team
48578,success,home team
48579,success,home team
48580,success,home team
48618,success,home team
48619,success,home team
48620,success,home team
48621,success,home team
48622,success,home team
48623,success,home team
48626,success,home team
48627,success,home team
48628,success,home team
48629,success,home team
48630,success,home team
48631,success,home team
48632,success,home team
48633,success,home team
48634,success,home team
48635,success,home team
48636,success,home team
48637,success,home team
48638,success,home team
48645,success,home team
48646,success,home team
48647,success,home team
48648,success,home team
48649,success,home team
48650,success,home team
48651,success,home team
48652,success,home team
48653,success,home team
48654,success,home team
48655,success,home team
48656,success,home team
48666,success,home team
48667,success,home team
48668,success,home team
48669,success,home team
48670,success,home team
48671,success,home team
48672,success,home team
48673,success,home team
48674,success,home team
48675,success,home team
48684,success,home team
48685,success,home team
48686,success,home team
48687,success,home team
48688,success,home team
48689,success,home team
48690,success,home team
48691,success,home team
48692,success,home team
48693,success,home team
48694,success,home team
48695,success,home team
48696,success,home team
48697,success,home team
48698,success,home team
48699,success,home team
48700,success,home team
48701,success,home team
48702,success,home team
48703,success,home team
48704,success,home team
48705,success,home team
48706,success,home team
48722,success,home team
48723,success,home team
48724,success,home team
48725,success,home team
48726,success,home team
48727,success,home team
48728,success,home team
48729,success,home team
48730,success,home team
48731,success,home team
48732,success,home team
48733,success,home team
48734,success,home team
48735,success,home team
48736,success,home team
48737,success,home team
48738,success,home team
48739,success,home team
48740,success,home team
48741,success,home team
48742,success,home team
48743,success,home team
48744,success,home team
48745,success,home team
48746,success,home team
48747,success,home team
48748,success,home team
48749,success,home team
48750,success,home team
48751,success,home team
48752,success,home team
48753,success,home team
48767,success,home team
48768,success,home team
48769,success,home team
48771,success,away team
48772,success,away team
48773,success,away team
48774,success,away team
48775,success,away team
48776,success,away team
48777,success,away team
48778,success,away team
48779,success,away team
48780,success,away team
48781,success,away team
48782,success,away team
48783,success,away team
48784,success,away team
48785,success,away team
48786,success,away team
48787,success,away team
48788,success,away team
48789,success,away team
48807,success,home team
48808,success,home team
48809,success,home team
48810,success,home team
48811,success,home team
48812,success,home team
48813,success,home team
48814,success,home team
48815,success,home team
48816,success,home team
48817,success,home team
48818,success,home team
48819,success,home team
48820,success,home team
48821,success,home team
48822,success,home team
48823,success,home team
48824,success,home team
48825,success,home team
48826,success,home team
48827,success,home team
48828,success,home team
48829,success,home team
48830,success,home team
48831,success,home team
48832,success,home team
48884,success,home team
48885,success,home team
48886,success,home team
48887,success,home team
48888,success,home team
48889,success,home team
48890,success,home team
48891,success,home team
48892,success,home team
48895,success,home team
48896,success,home team
48897,success,home team
48898,success,home team
48899,success,home team
48900,success,home team
48901,success,home team
48902,success,home team
48903,success,home team
48904,success,home team
48905,success,home team
48906,success,home team
48907,success,home team
48908,success,home team
48909,success,home team
48940,success,home team
48941,success,home team
48942,success,home team
48943,success,home team
48944,success,home team
48945,success,home team
48946,success,home team
48947,success,home team
48948,success,home team
48949,success,home team
48950,success,home team
48951,success,home team
48952,success,home team
48953,success,home team
48954,success,home team
48955,success,home team
48956,success,home team
48957,success,home team
48958,success,home team
48959,success,home team
48960,success,home team
48961,success,home team
48962,success,home team
48963,success,home team
48964,success,home team
48965,success,home team
48966,success,home team
48967,success,home team
48968,success,home team
48969,success,home team
48970,success,home team
48971,success,away team
48972,success,away team
48973,success,away team
48974,success,away team
48975,success,away team
48976,success,away team
48977,success,away team
48978,success,away team
48979,success,away team
48980,success,away team
48981,success,away team
48982,success,away team
48983,success,away team
48984,success,away team
48985,success,away team
48986,success,away team
48987,success,away team
48988,success,away team
48989,success,away team
48990,success,away team
48991,success,away team
48992,success,away team
48993,success,away team
48994,success,away team
48995,success,away team
48996,success,away team
48997,success,away team
48998,success,away team
48999,success,away team
49000,success,away team
49001,success,away team
49002,success,away team
49003,success,away team
49004,success,away team
49005,success,away team
49006,success,away team
49007,success,away team
49008,success,away team
49009,success,away team
49010,success,away team
49011,success,away team
49063,success,home team
49064,success,home team
49065,success,home team
49066,success,home team
49067,success,home team
49068,success,home team
49069,success,home team
49070,success,home team
49071,success,home team
49072,success,home team
49073,success,home team
49074,success,home team
49075,success,home team
49076,success,home team
49077,success,home team
49078,success,home team
49079,success,home team
49080,success,home team
49081,success,home team
49082,success,home team
49083,success,home team
49084,success,home team
49085,success,home team
49086,success,home team
49087,success,home team
49088,success,home team
49089,success,home team
49090,success,home team
49091,success,home team
49092,success,home team
49093,success,home team
49094,success,home team
49095,success,home team
49096,success,home team
49097,success,home team
49098,success,home team
49099,success,home team
49100,success,home team
49101,success,home team
49102,success,home team
49111,success,away team
49112,success,away team
49113,success,away team
49114,success,away team
49115,success,away team
49116,success,away team
49117,success,away team
49118,success,away team
49119,success,away team
49120,success,away team
49121,success,away team
49122,success,away team
49123,success,away team
49124,success,away team
49125,success,away team
49126,success,away team
49130,success,away team
49131,success,away team
49132,success,away team
49133,success,away team
49134,success,away team
49135,success,away team
49136,success,away team
49137,success,away team
49138,success,away team
49139,success,away team
49140,success,away team
49141,success,away team
49142,success,away team
49164,success,away team
49165,success,away team
49166,success,away team
49167,success,away team
49168,success,away team
49169,success,away team
49170,success,away team
49171,success,away team
49172,success,away team
49173,success,away team
49174,success,away team
49175,success,away team
49176,success,away team
49177,success,away team
49178,success,away team
49179,success,away team
49180,success,away team
49181,success,away team
49182,success,away team
49183,success,away team
49184,success,away team
49185,success,away team
49186,success,away team
49187,success,away team
49188,success,away team
49189,success,away team
49190,success,away team
49191,success,away team
49192,success,away team
49193,success,away team
49194,success,away team
49195,success,away team
49196,success,away team
49197,success,away team
49198,success,away team
49199,success,away team
49200,success,away team
49201,success,away team
49202,success,away team
49203,success,away team
49204,success,away team
49205,success,away team
49206,success,away team
49207,success,away team
49208,success,away team
49209,success,away team
49210,success,away team
49215,success,home team
49216,success,home team
49217,success,home team
49218,success,home team
49219,success,home team
49220,success,home team
49221,success,home team
49222,success,home team
49223,success,home team
49224,success,home team
49225,success,home team
49226,success,home team
49227,success,home team
49228,success,home team
49229,success,home team
49230,success,home team
49231,success,home team
49232,success,home team
49233,success,home team
49234,success,home team
49235,success,home team
49236,success,home team
49237,success,home team
49238,success,home team
49239,success,home team
49240,success,home team
49241,success,home team
49242,success,home team
49243,success,home team
49244,success,home team
49245,success,home team
49246,success,home team
49247,success,home team
49248,success,home team
49249,success,home team
49250,success,home team
49251,success,home team
49252,success,home team
49253,success,home team
49254,success,home team
49255,success,home team
49256,success,home team
49257,success,home team
49258,success,home team
49259,success,home team
49260,success,home team
49281,success,away team
49282,success,away team
49283,success,away team
49284,success,away team
49285,success,away team
49286,success,away team
49287,success,away team
49288,success,away team
49289,success,away team
49290,success,away team
49291,success,away team
49292,success,away team
49299,success,away team
49300,success,away team
49301,success,away team
49302,success,away team
49303,success,away team
49304,success,away team
49305,success,away team
49306,success,away team
49307,success,away team
49308,success,away team
49309,success,away team
49310,success,away team
49311,success,away team
49312,success,away team
49328,success,away team
49329,success,away team
49330,success,away team
49344,success,away team
49345,success,away team
49346,success,away team
49347,success,away team
49348,success,away team
49349,success,away team
49352,success,home team
49353,success,home team
49354,success,home team
49355,success,home team
49356,success,home team
49357,success,home team
49376,success,away team
49377,success,away team
49378,success,away team
49379,success,away team
49380,success,away team
49381,success,away team
49382,success,away team
49383,success,away team
49384,success,away team
49385,success,away team
49386,success,away team
49387,success,away team
49388,success,away team
49389,success,away team
49390,success,away team
49391,success,away team
49392,success,away team
49393,success,away team
49394,success,away team
49395,success,away team
49396,success,away team
49397,success,away team
49398,success,away team
49399,success,away team
49400,success,away team
49401,success,away team
49402,success,away team
49403,success,away team
49404,success,away team
49405,success,away team
49406,success,away team
49407,success,away team
49408,success,away team
49409,success,away team
49410,success,away team
49411,success,away team
49412,success,away team
49413,success,away team
49414,success,away team
49415,success,away team
49416,success,away team
49417,success,away team
49418,success,away team
49419,success,away team
49420,success,away team
49421,success,away team
49422,success,away team
49423,success,away team
49424,success,away team
49425,success,away team
49426,success,away team
49427,success,away team
49428,success,away team
49429,success,away team
49430,success,away team
49431,success,away team
49432,success,away team
49433,success,away team
49434,success,away team
49435,success,away team
49436,success,away team
49437,success,away team
49438,success,away team
49439,success,away team
49440,success,away team
49441,success,away team
49442,failed,
49443,failed,
49444,failed,
49445,failed,
49446,failed,
49447,failed,
49480,failed,
49481,failed,
49482,failed,
49483,failed,
49484,failed,
49485,failed,
49486,failed,
49487,failed,
49488,failed,
49489,failed,
49490,failed,
49491,failed,
49492,failed,
49493,failed,
49494,failed,
49495,failed,
49496,failed,
49497,failed,
49498,failed,
49895,failed,
49896,failed,
49897,failed,
49898,failed,
49899,failed,
49900,failed,
49901,failed,
49902,failed,
49903,failed,
49904,failed,
49905,failed,
49906,failed,
49907,failed,
49908,failed,
49909,failed,
49910,failed,
49933,failed,
49934,success,away team
49935,success,away team
49936,success,away team
49937,success,away team
49938,success,away team
49939,success,away team
49940,success,away team
49941,success,away team
49942,success,away team
49943,success,away team
49944,success,away team
49945,success,away team
49946,success,away team
49947,success,away team
49948,success,away team
49949,success,away team
49950,success,away team
49951,success,away team
49952,success,away team
49953,success,away team
49954,success,away team
49955,success,away team
49956,success,away team
49957,success,away team
49958,success,away team
49959,success,away team
49960,success,away team
49961,success,away team
49962,success,away team
49963,success,away team
49964,success,away team
49965,success,away team
49966,success,away team
49967,success,away team
49968,success,away team
49969,success,away team
49970,success,away team
49971,success,away team
49972,success,away team
49973,success,away team
49974,success,away team
49975,success,away team
49996,success,away team
49997,success,away team
49998,success,away team
49999,success,away team
50000,success,away team
50001,success,away team
50002,success,away team
50003,success,away team
50004,success,away team
50005,success,away team
50023,success,away team
50024,success,away team
50025,success,away team
50026,success,away team
50027,success,away team
50044,success,away team
50045,success,away team
50046,success,away team
50047,success,away team
50048,success,away team
50049,success,away team
50050,success,away team
50051,success,away team
50052,success,away team
50053,success,away team
50054,success,away team
50055,success,away team
50072,success,away team
50073,success,away team
50074,success,away team
50075,success,away team
50076,success,away team
50077,success,away team
50078,success,away team
50079,success,away team
50082,success,away team
50083,success,away team
50084,success,away team
50085,success,away team
50086,success,away team
50087,success,away team
50088,success,away team
50089,success,away team
50090,success,away team
50091,success,away team
50092,success,away team
50093,success,away team
50094,success,away team
50095,success,away team
50096,success,away team
50097,success,away team
50098,success,away team
50099,success,away team
50100,success,away team
50101,success,away team
50102,success,away team
50103,success,away team
50104,success,away team
50105,success,away team
50106,success,away team
50107,success,away team
50108,success,away team
50109,success,away team
50110,success,away team
50111,success,away team
50112,success,away team
50113,success,away team
50114,success,away team
50115,success,away team
50116,success,away team
50117,success,away team
50118,success,away team
50119,success,away team
50120,success,away team
50121,success,away team
50122,success,away team
50123,success,away team
50124,success,away team
50125,success,away team
50130,success,away team
50131,success,away team
50132,success,away team
50133,success,away team
50134,success,away team
50135,success,away team
50136,success,away team
50137,success,away team
50138,success,away team
50139,success,away team
50140,success,away team
50141,success,away team
50142,success,away team
50143,success,away team
50144,success,away team
50145,success,away team
50146,success,away team
50147,success,away team
50148,success,away team
50149,success,away team
50150,success,away team
50151,success,away team
50152,success,away team
50153,success,away team
50154,success,away team
50155,success,away team
50156,success,away team
50157,success,away team
50168,success,away team
50169,success,away team
50170,success,away team
50171,success,away team
50172,success,away team
50173,success,away team
50174,success,away team
50175,success,away team
50178,success,away team
50179,success,away team
50180,success,away team
50181,success,away team
50182,success,away team
50183,success,away team
50184,success,away team
50185,success,away team
50186,success,away team
50187,success,away team
50188,success,away team
50189,success,away team
50190,success,away team
50191,success,away team
50192,success,away team
50193,success,away team
50194,success,away team
50195,success,away team
50196,success,away team
50197,success,away team
50198,success,away team
50199,success,away team
50200,success,away team
50201,success,away team
50202,success,away team
50203,success,away team
50204,success,away team
50205,success,away team
50206,success,away team
50207,success,away team
50208,success,away team
50215,success,away team
50216,success,away team
50217,success,away team
50218,success,away team
50219,success,away team
50220,success,away team
50221,success,away team
50222,success,away team
50223,success,away team
50224,success,away team
50246,success,away team
50247,success,away team
50248,success,away team
50249,success,away team
50250,success,away team
50251,success,away team
50252,success,away team
50253,success,away team
50254,success,away team
50255,success,away team
50256,success,away team
50257,success,away team
50258,success,away team
50278,success,away team
50279,success,away team
50280,success,away team
50281,success,away team
50282,success,away team
50283,success,away team
50284,success,away team
50285,success,away team
50286,success,away team
50287,success,away team
50288,success,away team
50289,success,away team
50290,success,away team
50291,success,away team
50292,success,away team
50293,success,away team
50294,success,away team
50295,success,away team
50296,success,away team
50297,success,away team
50298,success,away team
50299,success,away team
50300,success,away team
50301,success,away team
50302,success,away team
50303,success,away team
50304,success,away team
50305,success,away team
50306,success,away team
50307,success,away team
50308,success,away team
50309,success,away team
50310,success,away team
50311,success,away team
50312,success,away team
50313,success,away team
50314,failed,
50315,failed,
50316,failed,
50317,failed,
50345,failed,
50346,failed,
50347,failed,
50348,failed,
50349,failed,
50510,failed,
50511,failed,
50512,failed,
50513,failed,
50514,failed,
50515,success,away team
50516,success,away team
50517,success,away team
50518,success,away team
50519,success,away team
50520,success,away team
50539,success,home team
50540,success,home team
50541,success,home team
50542,success,home team
50543,success,home team
50544,success,home team
50545,success,home team
50546,success,home team
50547,success,home team
50548,success,home team
50549,success,home team
50550,success,home team
50551,success,home team
50552,success,home team
50553,success,home team
50554,success,home team
50555,success,home team
50556,success,home team
50559,success,away team
50560,success,away team
50561,success,away team
50562,success,away team
50563,success,away team
50564,success,away team
50565,success,away team
50566,success,away team
50567,success,away team
50568,success,away team
50569,success,away team
50570,success,away team
50571,success,away team
50572,success,away team
50573,success,away team
50574,success,away team
50575,success,away team
50576,success,away team
50577,success,away team
50578,success,away team
50579,success,away team
50580,success,away team
50581,success,away team
50582,success,away team
50583,success,away team
50584,success,away team
50595,success,away team
50596,success,away team
50597,success,away team
50598,success,away team
50599,success,away team
50600,success,away team
50601,success,away team
50602,success,away team
50603,success,away team
50604,success,away team
50605,success,away team
50606,success,away team
50607,success,away team
50608,success,away team
50609,success,away team
50610,success,away team
50611,success,away team
50612,success,away team
50613,success,away team
50614,success,away team
50615,success,away team
50616,success,away team
50617,success,away team
50618,success,away team
50619,success,away team
50620,success,away team
50621,success,away team
50622,success,away team
50623,success,away team
50624,success,away team
50625,failed,
50626,failed,
50627,failed,
50628,failed,
50629,failed,
50630,failed,
50631,failed,
50632,failed,
50633,failed,
50634,failed,
50635,failed,
50673,failed,
50674,failed,
50742,failed,
50743,failed,
50744,failed,
50745,failed,
50746,failed,
50747,failed,
50748,failed,
50749,failed,
50750,failed,
50751,failed,
50752,failed,
50753,failed,
50754,failed,
50755,failed,
50756,failed,
50757,failed,
50758,failed,
50759,failed,
50760,failed,
50761,failed,
50762,failed,
50763,failed,
50764,failed,
50765,failed,
50766,failed,
50767,failed,
50768,failed,
50769,failed,
50770,failed,
50771,failed,
50772,failed,
50773,failed,
50774,failed,
50775,failed,
50776,failed,
50777,failed,
50778,failed,
50779,failed,
50780,failed,
50781,failed,
50782,failed,
50783,failed,
50784,failed,
50785,failed,
50786,failed,
50787,failed,
50788,failed,
50789,failed,
50790,failed,
50791,failed,
